      Time       Date     Sample #  Type  Sub Chan  Num	Aux
[05:21:01.832 11/02/1996]   227868     "    0    3    0	HR 121 > 120   
[05:21:02.856 11/02/1996]   227869     "    0    3    0	HR 121 > 120   
[05:21:03.880 11/02/1996]   227870     "    0    3    0	HR 121 > 120   
[05:21:04.904 11/02/1996]   227871     "    0    3    0	HR 121 > 120   
[05:21:05.928 11/02/1996]   227872     "    0    3    0	HR 121 > 120   
[05:21:06.952 11/02/1996]   227873     "    0    3    0	HR 121 > 120   
[05:21:07.976 11/02/1996]   227874     "    0    3    0	HR 121 > 120   
[05:21:09.000 11/02/1996]   227875     "    0    3    0	HR 121 > 120   
[05:21:10.024 11/02/1996]   227876     "    0    3    0	HR 121 > 120   
[05:21:11.048 11/02/1996]   227877     "    0    3    0	HR 121 > 120   
[05:21:12.072 11/02/1996]   227878     "    0    3    0	HR 121 > 120   
[05:21:13.096 11/02/1996]   227879     "    0    3    0	HR 121 > 120   
[05:21:14.120 11/02/1996]   227880     "    0    3    0	HR 121 > 120   
[05:21:15.144 11/02/1996]   227881     "    0    3    0	HR 121 > 120   
[05:21:16.168 11/02/1996]   227882     "    0    3    0	HR 121 > 120   
[05:21:17.192 11/02/1996]   227883     "    0    3    0	HR 121 > 120   
[05:21:18.216 11/02/1996]   227884     "    0    3    0	HR 121 > 120   
[05:21:19.240 11/02/1996]   227885     "    0    3    0	HR 121 > 120   
[05:21:20.264 11/02/1996]   227886     "    0    3    0	HR 121 > 120   
[05:21:21.288 11/02/1996]   227887     "    0    3    0	HR 121 > 120   
[05:21:22.312 11/02/1996]   227888     "    0    3    0	HR 121 > 120   
[05:21:23.336 11/02/1996]   227889     "    0    3    0	HR 121 > 120   
[05:21:24.360 11/02/1996]   227890     "    0    3    0	HR 121 > 120   
[05:21:25.384 11/02/1996]   227891     "    0    3    0	HR 121 > 120   
[05:21:26.408 11/02/1996]   227892     "    0    3    0	HR 121 > 120   
[05:21:27.432 11/02/1996]   227893     "    0    3    0	HR 121 > 120   
[05:21:28.456 11/02/1996]   227894     "    0    3    0	HR 121 > 120   
[05:21:29.480 11/02/1996]   227895     "    0    3    0	HR 121 > 120   
[05:21:30.504 11/02/1996]   227896     "    0    3    0	HR 121 > 120   
[05:21:31.528 11/02/1996]   227897     "    0    3    0	HR 121 > 120   
[05:21:32.552 11/02/1996]   227898     "    0    3    0	HR 121 > 120   
[05:21:33.576 11/02/1996]   227899     "    0    3    0	HR 121 > 120   
[05:21:34.600 11/02/1996]   227900     "    0    3    0	HR 121 > 120   
[05:21:35.624 11/02/1996]   227901     "    0    3    0	HR 121 > 120   
[05:21:36.648 11/02/1996]   227902     "    0    3    0	HR 121 > 120   
[05:21:37.672 11/02/1996]   227903     "    0    3    0	HR 121 > 120   
[05:21:38.696 11/02/1996]   227904     "    0    3    0	HR 121 > 120   
[05:21:39.720 11/02/1996]   227905     "    0    3    0	HR 121 > 120   
[05:21:40.744 11/02/1996]   227906     "    0    3    0	HR 121 > 120   
[05:21:41.768 11/02/1996]   227907     "    0    3    0	HR 121 > 120   
[05:21:42.792 11/02/1996]   227908     "    0    3    0	HR 121 > 120   
[05:21:43.816 11/02/1996]   227909     "    0    3    0	HR 121 > 120   
[05:21:44.840 11/02/1996]   227910     "    0    3    0	HR 121 > 120   
[05:21:45.864 11/02/1996]   227911     "    0    3    0	HR 121 > 120   
[05:21:46.888 11/02/1996]   227912     "    0    3    0	HR 121 > 120   
[05:21:47.912 11/02/1996]   227913     "    0    3    0	HR 121 > 120   
[05:21:48.936 11/02/1996]   227914     "    0    3    0	HR 121 > 120   
[05:21:49.960 11/02/1996]   227915     "    0    3    0	HR 121 > 120   
[05:21:50.984 11/02/1996]   227916     "    0    3    0	HR 121 > 120   
[05:21:52.008 11/02/1996]   227917     "    0    3    0	HR 121 > 120   
[05:21:53.032 11/02/1996]   227918     "    0    3    0	HR 121 > 120   
[05:21:54.056 11/02/1996]   227919     "    0    3    0	HR 121 > 120   
[05:21:55.080 11/02/1996]   227920     "    0    3    0	HR 121 > 120   
[05:21:56.104 11/02/1996]   227921     "    0    3    0	HR 121 > 120   
[05:21:57.128 11/02/1996]   227922     "    0    3    0	HR 121 > 120   
[05:21:58.152 11/02/1996]   227923     "    0    3    0	HR 121 > 120   
[05:21:59.176 11/02/1996]   227924     "    0    3    0	HR 121 > 120   
[05:22:00.200 11/02/1996]   227925     "    0    3    0	HR 121 > 120   
[05:22:01.224 11/02/1996]   227926     "    0    3    0	HR 121 > 120   
[05:22:02.248 11/02/1996]   227927     "    0    3    0	HR 121 > 120   
[05:22:03.272 11/02/1996]   227928     "    0    3    0	HR 121 > 120   
[05:22:04.296 11/02/1996]   227929     "    0    3    0	HR 121 > 120   
[05:22:05.320 11/02/1996]   227930     "    0    3    0	HR 121 > 120   
[05:22:06.344 11/02/1996]   227931     "    0    3    0	HR 121 > 120   
[05:22:07.368 11/02/1996]   227932     "    0    3    0	HR 121 > 120   
[05:22:08.392 11/02/1996]   227933     "    0    3    0	HR 121 > 120   
[05:22:09.416 11/02/1996]   227934     "    0    3    0	HR 121 > 120   
[05:22:10.440 11/02/1996]   227935     "    0    3    0	HR 121 > 120   
[05:22:11.464 11/02/1996]   227936     "    0    3    0	HR 121 > 120   
[05:22:12.488 11/02/1996]   227937     "    0    3    0	HR 121 > 120   
[05:22:13.512 11/02/1996]   227938     "    0    3    0	HR 121 > 120   
[05:22:14.536 11/02/1996]   227939     "    0    3    0	HR 121 > 120   
[05:22:15.560 11/02/1996]   227940     "    0    3    0	HR 121 > 120   
[06:39:03.560 11/02/1996]   232440     "    0    0    0	ABP  253 > 170 
[06:39:04.584 11/02/1996]   232441     "    0    0    0	ABP  253 > 170 
[07:01:10.664 11/02/1996]   233736     "    0  255    0	PAP   54 > 50  
[07:21:13.864 11/02/1996]   234911     "    0  255    0	PAP   52 > 50  
[07:21:14.888 11/02/1996]   234912     "    0  255    0	PAP   52 > 50  
[07:21:15.912 11/02/1996]   234913     "    0  255    0	PAP   52 > 50  
[07:21:16.936 11/02/1996]   234914     "    0  255    0	PAP   52 > 50  
[07:21:17.960 11/02/1996]   234915     "    0  255    0	PAP   52 > 50  
[07:21:18.984 11/02/1996]   234916     "    0  255    0	PAP   52 > 50  
[07:21:20.008 11/02/1996]   234917     "    0  255    0	PAP   52 > 50  
[07:21:21.032 11/02/1996]   234918     "    0  255    0	PAP   52 > 50  
[07:21:22.056 11/02/1996]   234919     "    0  255    0	PAP   52 > 50  
[07:21:23.080 11/02/1996]   234920     "    0  255    0	PAP   52 > 50  
[07:21:24.104 11/02/1996]   234921     "    0  255    0	PAP   52 > 50  
[07:21:25.128 11/02/1996]   234922     "    0  255    0	PAP   53 > 50  
[07:21:38.440 11/02/1996]   234935     "    0  255    0	PAP   52 > 50  
[07:21:39.464 11/02/1996]   234936     "    0  255    0	PAP   52 > 50  
[07:21:40.488 11/02/1996]   234937     "    0  255    0	PAP   52 > 50  
[07:21:41.512 11/02/1996]   234938     "    0  255    0	PAP   53 > 50  
[07:21:42.536 11/02/1996]   234939     "    0  255    0	PAP   53 > 50  
[07:21:43.560 11/02/1996]   234940     "    0  255    0	PAP   53 > 50  
[07:21:44.584 11/02/1996]   234941     "    0  255    0	PAP   53 > 50  
[07:21:45.608 11/02/1996]   234942     "    0  255    0	PAP   53 > 50  
[07:21:46.632 11/02/1996]   234943     "    0  255    0	PAP   53 > 50  
[07:21:47.656 11/02/1996]   234944     "    0  255    0	PAP   53 > 50  
[07:22:01.992 11/02/1996]   234958     "    0  255    0	PAP   51 > 50  
[07:22:03.016 11/02/1996]   234959     "    0  255    0	PAP   51 > 50  
[07:22:04.040 11/02/1996]   234960     "    0  255    0	PAP   51 > 50  
[07:22:05.064 11/02/1996]   234961     "    0  255    0	PAP   51 > 50  
[07:22:06.088 11/02/1996]   234962     "    0  255    0	PAP   51 > 50  
[07:22:07.112 11/02/1996]   234963     "    0  255    0	PAP   51 > 50  
[07:22:08.136 11/02/1996]   234964     "    0  255    0	PAP   51 > 50  
[07:22:52.168 11/02/1996]   235007     "    0  255    0	PAP   52 > 50  
[07:22:53.192 11/02/1996]   235008     "    0  255    0	PAP   52 > 50  
[07:22:54.216 11/02/1996]   235009     "    0  255    0	PAP   52 > 50  
[07:22:55.240 11/02/1996]   235010     "    0  255    0	PAP   52 > 50  
[07:22:56.264 11/02/1996]   235011     "    0  255    0	PAP   52 > 50  
[07:22:57.288 11/02/1996]   235012     "    0  255    0	PAP   52 > 50  
[07:22:58.312 11/02/1996]   235013     "    0  255    0	PAP   52 > 50  
[07:22:59.336 11/02/1996]   235014     "    0  255    0	PAP   52 > 50  
[07:23:00.360 11/02/1996]   235015     "    0  255    0	PAP   52 > 50  
[07:23:01.384 11/02/1996]   235016     "    0  255    0	PAP   52 > 50  
[07:23:02.408 11/02/1996]   235017     "    0  255    0	PAP   53 > 50  
[07:23:03.432 11/02/1996]   235018     "    0  255    0	PAP   53 > 50  
[07:23:04.456 11/02/1996]   235019     "    0  255    0	PAP   53 > 50  
[07:48:28.168 11/02/1996]   236507     "    0  255    0	PAP   53 > 50  
[07:48:29.192 11/02/1996]   236508     "    0  255    0	PAP   53 > 50  
[07:48:30.216 11/02/1996]   236509     "    0  255    0	PAP   53 > 50  
[07:48:31.240 11/02/1996]   236510     "    0  255    0	PAP   53 > 50  
[07:48:32.264 11/02/1996]   236511     "    0  255    0	PAP   53 > 50  
[07:48:33.288 11/02/1996]   236512     "    0  255    0	PAP   53 > 50  
[07:48:34.312 11/02/1996]   236513     "    0  255    0	PAP   53 > 50  
[07:48:35.336 11/02/1996]   236514     "    0  255    0	PAP   53 > 50  
[07:48:36.360 11/02/1996]   236515     "    0  255    0	PAP   53 > 50  
[07:48:37.384 11/02/1996]   236516     "    0  255    0	PAP   53 > 50  
[07:48:38.408 11/02/1996]   236517     "    0  255    0	PAP   53 > 50  
[07:49:32.680 11/02/1996]   236570     "    0  255    0	PAP   52 > 50  
[07:49:33.704 11/02/1996]   236571     "    0  255    0	PAP   53 > 50  
[07:49:34.728 11/02/1996]   236572     "    0  255    0	PAP   53 > 50  
[07:49:35.752 11/02/1996]   236573     "    0  255    0	PAP   53 > 50  
[07:49:36.776 11/02/1996]   236574     "    0  255    0	PAP   53 > 50  
[07:49:37.800 11/02/1996]   236575     "    0  255    0	PAP   53 > 50  
[07:49:38.824 11/02/1996]   236576     "    0  255    0	PAP   53 > 50  
[07:49:39.848 11/02/1996]   236577     "    0  255    0	PAP   53 > 50  
[07:49:40.872 11/02/1996]   236578     "    0  255    0	PAP   53 > 50  
[07:49:41.896 11/02/1996]   236579     "    0  255    0	PAP   53 > 50  
[07:49:42.920 11/02/1996]   236580     "    0  255    0	PAP   53 > 50  
[07:49:43.944 11/02/1996]   236581     "    0  255    0	PAP   53 > 50  
[07:49:44.968 11/02/1996]   236582     "    0  255    0	PAP   53 > 50  
[07:49:45.992 11/02/1996]   236583     "    0  255    0	PAP   53 > 50  
[07:49:47.016 11/02/1996]   236584     "    0  255    0	PAP   53 > 50  
[07:49:48.040 11/02/1996]   236585     "    0  255    0	PAP   53 > 50  
[07:49:49.064 11/02/1996]   236586     "    0  255    0	PAP   53 > 50  
[07:49:50.088 11/02/1996]   236587     "    0  255    0	PAP   53 > 50  
[07:49:51.112 11/02/1996]   236588     "    0  255    0	PAP   53 > 50  
[07:49:52.136 11/02/1996]   236589     "    0  255    0	PAP   53 > 50  
[07:49:53.160 11/02/1996]   236590     "    0  255    0	PAP   53 > 50  
[07:49:54.184 11/02/1996]   236591     "    0  255    0	PAP   53 > 50  
[07:49:55.208 11/02/1996]   236592     "    0  255    0	PAP   53 > 50  
[07:49:56.232 11/02/1996]   236593     "    0  255    0	PAP   53 > 50  
[07:49:57.256 11/02/1996]   236594     "    0  255    0	PAP   53 > 50  
[07:49:58.280 11/02/1996]   236595     "    0  255    0	PAP   53 > 50  
[07:49:59.304 11/02/1996]   236596     "    0  255    0	PAP   53 > 50  
[07:50:00.328 11/02/1996]   236597     "    0  255    0	PAP   53 > 50  
[07:50:01.352 11/02/1996]   236598     "    0  255    0	PAP   53 > 50  
[07:50:02.376 11/02/1996]   236599     "    0  255    0	PAP   53 > 50  
[07:50:03.400 11/02/1996]   236600     "    0  255    0	PAP   53 > 50  
[07:50:04.424 11/02/1996]   236601     "    0  255    0	PAP   53 > 50  
[07:50:05.448 11/02/1996]   236602     "    0  255    0	PAP   53 > 50  
[07:50:06.472 11/02/1996]   236603     "    0  255    0	PAP   53 > 50  
[07:50:07.496 11/02/1996]   236604     "    0  255    0	PAP   53 > 50  
[07:50:08.520 11/02/1996]   236605     "    0  255    0	PAP   53 > 50  
[07:50:09.544 11/02/1996]   236606     "    0  255    0	PAP   53 > 50  
[07:50:10.568 11/02/1996]   236607     "    0  255    0	PAP   53 > 50  
[07:50:11.592 11/02/1996]   236608     "    0  255    0	PAP   53 > 50  
[07:50:12.616 11/02/1996]   236609     "    0  255    0	PAP   53 > 50  
[07:50:13.640 11/02/1996]   236610     "    0  255    0	PAP   53 > 50  
[07:50:14.664 11/02/1996]   236611     "    0  255    0	PAP   53 > 50  
[07:50:15.688 11/02/1996]   236612     "    0  255    0	PAP   53 > 50  
[07:50:16.712 11/02/1996]   236613     "    0  255    0	PAP   53 > 50  
[07:50:17.736 11/02/1996]   236614     "    0  255    0	PAP   53 > 50  
[07:50:18.760 11/02/1996]   236615     "    0  255    0	PAP   53 > 50  
[07:50:19.784 11/02/1996]   236616     "    0  255    0	PAP   53 > 50  
[07:50:20.808 11/02/1996]   236617     "    0  255    0	PAP   53 > 50  
[07:50:21.832 11/02/1996]   236618     "    0  255    0	PAP   53 > 50  
[07:50:22.856 11/02/1996]   236619     "    0  255    0	PAP   53 > 50  
[07:50:23.880 11/02/1996]   236620     "    0  255    0	PAP   53 > 50  
[07:50:24.904 11/02/1996]   236621     "    0  255    0	PAP   53 > 50  
[07:50:25.928 11/02/1996]   236622     "    0  255    0	PAP   53 > 50  
[07:50:26.952 11/02/1996]   236623     "    0  255    0	PAP   53 > 50  
[07:50:27.976 11/02/1996]   236624     "    0  255    0	PAP   53 > 50  
[07:50:29.000 11/02/1996]   236625     "    0  255    0	PAP   53 > 50  
[07:50:30.024 11/02/1996]   236626     "    0  255    0	PAP   53 > 50  
[07:50:31.048 11/02/1996]   236627     "    0  255    0	PAP   53 > 50  
[07:50:32.072 11/02/1996]   236628     "    0  255    0	PAP   53 > 50  
[07:50:33.096 11/02/1996]   236629     "    0  255    0	PAP   53 > 50  
[07:50:34.120 11/02/1996]   236630     "    0  255    0	PAP   53 > 50  
[07:50:35.144 11/02/1996]   236631     "    0  255    0	PAP   53 > 50  
[07:50:36.168 11/02/1996]   236632     "    0  255    0	PAP   53 > 50  
[07:50:37.192 11/02/1996]   236633     "    0  255    0	PAP   53 > 50  
[07:50:38.216 11/02/1996]   236634     "    0  255    0	PAP   53 > 50  
[07:50:39.240 11/02/1996]   236635     "    0  255    0	PAP   53 > 50  
[07:50:40.264 11/02/1996]   236636     "    0  255    0	PAP   53 > 50  
[07:53:31.272 11/02/1996]   236803     "    0    0    0	ABP  172 > 170 
[07:53:53.800 11/02/1996]   236825     "    0  255    0	PAP   53 > 50  
[07:53:54.824 11/02/1996]   236826     "    0  255    0	PAP   53 > 50  
[07:53:55.848 11/02/1996]   236827     "    0  255    0	PAP   53 > 50  
[07:53:56.872 11/02/1996]   236828     "    0  255    0	PAP   53 > 50  
[07:53:56.872 11/02/1996]   236828     "    0    0    0	ABP  174 > 170 
[07:53:57.896 11/02/1996]   236829     "    0  255    0	PAP   53 > 50  
[07:53:57.896 11/02/1996]   236829     "    0    0    0	ABP  174 > 170 
[07:53:58.920 11/02/1996]   236830     "    0  255    0	PAP   53 > 50  
[07:53:58.920 11/02/1996]   236830     "    0    0    0	ABP  175 > 170 
[07:53:59.944 11/02/1996]   236831     "    0  255    0	PAP   53 > 50  
[07:53:59.944 11/02/1996]   236831     "    0    0    0	ABP  175 > 170 
[07:54:00.968 11/02/1996]   236832     "    0  255    0	PAP   53 > 50  
[07:54:00.968 11/02/1996]   236832     "    0    0    0	ABP  176 > 170 
[07:54:01.992 11/02/1996]   236833     "    0  255    0	PAP   53 > 50  
[07:54:01.992 11/02/1996]   236833     "    0    0    0	ABP  176 > 170 
[07:54:03.016 11/02/1996]   236834     "    0  255    0	PAP   53 > 50  
[07:54:03.016 11/02/1996]   236834     "    0    0    0	ABP  177 > 170 
[07:54:04.040 11/02/1996]   236835     "    0    0    0	ABP  177 > 170 
[07:54:05.064 11/02/1996]   236836     "    0    0    0	ABP  177 > 170 
[07:54:06.088 11/02/1996]   236837     "    0    0    0	ABP  177 > 170 
[07:54:07.112 11/02/1996]   236838     "    0    0    0	ABP  177 > 170 
[07:54:08.136 11/02/1996]   236839     "    0    0    0	ABP  177 > 170 
[07:54:09.160 11/02/1996]   236840     "    0    0    0	ABP  177 > 170 
[07:54:10.184 11/02/1996]   236841     "    0    0    0	ABP  177 > 170 
[07:54:11.208 11/02/1996]   236842     "    0    0    0	ABP  177 > 170 
[07:54:12.232 11/02/1996]   236843     "    0    0    0	ABP  177 > 170 
[07:54:13.256 11/02/1996]   236844     "    0    0    0	ABP  177 > 170 
[07:54:14.280 11/02/1996]   236845     "    0    0    0	ABP  177 > 170 
[07:54:15.304 11/02/1996]   236846     "    0    0    0	ABP  177 > 170 
[07:54:16.328 11/02/1996]   236847     "    0    0    0	ABP  177 > 170 
[07:54:17.352 11/02/1996]   236848     "    0    0    0	ABP  177 > 170 
[07:54:18.376 11/02/1996]   236849     "    0    0    0	ABP  177 > 170 
[07:54:19.400 11/02/1996]   236850     "    0    0    0	ABP  177 > 170 
[07:54:20.424 11/02/1996]   236851     "    0    0    0	ABP  177 > 170 
[07:54:21.448 11/02/1996]   236852     "    0    0    0	ABP  177 > 170 
[07:56:58.120 11/02/1996]   237005     "    0  255    0	PAP   57 > 50  
[07:56:59.144 11/02/1996]   237006     "    0  255    0	PAP   57 > 50  
[07:57:00.168 11/02/1996]   237007     "    0  255    0	PAP   57 > 50  
[07:57:01.192 11/02/1996]   237008     "    0  255    0	PAP   57 > 50  
[07:57:02.216 11/02/1996]   237009     "    0  255    0	PAP   57 > 50  
[07:57:03.240 11/02/1996]   237010     "    0  255    0	PAP   57 > 50  
[07:57:04.264 11/02/1996]   237011     "    0  255    0	PAP   57 > 50  
[07:57:05.288 11/02/1996]   237012     "    0  255    0	PAP   57 > 50  
[07:57:06.312 11/02/1996]   237013     "    0  255    0	PAP   57 > 50  
[07:57:07.336 11/02/1996]   237014     "    0  255    0	PAP   57 > 50  
[07:57:08.360 11/02/1996]   237015     "    0  255    0	PAP   57 > 50  
[07:57:09.384 11/02/1996]   237016     "    0  255    0	PAP   57 > 50  
[07:57:10.408 11/02/1996]   237017     "    0  255    0	PAP   57 > 50  
[07:57:11.432 11/02/1996]   237018     "    0  255    0	PAP   57 > 50  
[07:57:12.456 11/02/1996]   237019     "    0  255    0	PAP   57 > 50  
[07:57:13.480 11/02/1996]   237020     "    0  255    0	PAP   57 > 50  
[07:57:14.504 11/02/1996]   237021     "    0  255    0	PAP   57 > 50  
[07:57:15.528 11/02/1996]   237022     "    0  255    0	PAP   57 > 50  
[07:57:20.648 11/02/1996]   237027     "    0    0    0	ABP  173 > 170 
[07:57:32.936 11/02/1996]   237039     "    0  255    0	PAP   52 > 50  
[07:57:33.960 11/02/1996]   237040     "    0  255    0	PAP   52 > 50  
[07:57:34.984 11/02/1996]   237041     "    0  255    0	PAP   52 > 50  
[07:57:36.008 11/02/1996]   237042     "    0  255    0	PAP   52 > 50  
[07:57:37.032 11/02/1996]   237043     "    0  255    0	PAP   52 > 50  
[07:57:38.056 11/02/1996]   237044     "    0  255    0	PAP   52 > 50  
[07:57:39.080 11/02/1996]   237045     "    0  255    0	PAP   52 > 50  
[07:57:40.104 11/02/1996]   237046     "    0  255    0	PAP   52 > 50  
[07:57:41.128 11/02/1996]   237047     "    0  255    0	PAP   52 > 50  
[07:57:42.152 11/02/1996]   237048     "    0  255    0	PAP   52 > 50  
[07:57:43.176 11/02/1996]   237049     "    0  255    0	PAP   52 > 50  
[07:57:44.200 11/02/1996]   237050     "    0  255    0	PAP   52 > 50  
[07:57:45.224 11/02/1996]   237051     "    0  255    0	PAP   52 > 50  
[07:57:46.248 11/02/1996]   237052     "    0  255    0	PAP   52 > 50  
[07:57:47.272 11/02/1996]   237053     "    0  255    0	PAP   52 > 50  
[07:57:48.296 11/02/1996]   237054     "    0  255    0	PAP   52 > 50  
[07:57:48.296 11/02/1996]   237054     "    0    0    0	ABP  177 > 170 
[07:57:49.320 11/02/1996]   237055     "    0  255    0	PAP   52 > 50  
[07:57:49.320 11/02/1996]   237055     "    0    0    0	ABP  177 > 170 
[07:57:50.344 11/02/1996]   237056     "    0  255    0	PAP   52 > 50  
[07:57:50.344 11/02/1996]   237056     "    0    0    0	ABP  177 > 170 
[07:57:51.368 11/02/1996]   237057     "    0  255    0	PAP   52 > 50  
[07:57:51.368 11/02/1996]   237057     "    0    0    0	ABP  177 > 170 
[07:57:52.392 11/02/1996]   237058     "    0  255    0	PAP   52 > 50  
[07:57:52.392 11/02/1996]   237058     "    0    0    0	ABP  177 > 170 
[07:57:53.416 11/02/1996]   237059     "    0  255    0	PAP   52 > 50  
[07:57:53.416 11/02/1996]   237059     "    0    0    0	ABP  177 > 170 
[07:57:54.440 11/02/1996]   237060     "    0  255    0	PAP   52 > 50  
[07:57:54.440 11/02/1996]   237060     "    0    0    0	ABP  177 > 170 
[07:57:55.464 11/02/1996]   237061     "    0  255    0	PAP   52 > 50  
[07:57:55.464 11/02/1996]   237061     "    0    0    0	ABP  177 > 170 
[07:57:56.488 11/02/1996]   237062     "    0  255    0	PAP   52 > 50  
[07:57:56.488 11/02/1996]   237062     "    0    0    0	ABP  177 > 170 
[07:57:57.512 11/02/1996]   237063     "    0  255    0	PAP   52 > 50  
[07:57:57.512 11/02/1996]   237063     "    0    0    0	ABP  177 > 170 
[07:57:58.536 11/02/1996]   237064     "    0  255    0	PAP   52 > 50  
[07:57:58.536 11/02/1996]   237064     "    0    0    0	ABP  177 > 170 
[07:57:59.560 11/02/1996]   237065     "    0  255    0	PAP   52 > 50  
[07:57:59.560 11/02/1996]   237065     "    0    0    0	ABP  177 > 170 
[07:58:00.584 11/02/1996]   237066     "    0  255    0	PAP   52 > 50  
[07:58:00.584 11/02/1996]   237066     "    0    0    0	ABP  177 > 170 
[07:58:01.608 11/02/1996]   237067     "    0  255    0	PAP   52 > 50  
[07:58:01.608 11/02/1996]   237067     "    0    0    0	ABP  177 > 170 
[07:58:02.632 11/02/1996]   237068     "    0  255    0	PAP   52 > 50  
[07:58:02.632 11/02/1996]   237068     "    0    0    0	ABP  177 > 170 
[07:58:03.656 11/02/1996]   237069     "    0  255    0	PAP   52 > 50  
[07:58:03.656 11/02/1996]   237069     "    0    0    0	ABP  177 > 170 
[07:58:04.680 11/02/1996]   237070     "    0  255    0	PAP   52 > 50  
[07:58:04.680 11/02/1996]   237070     "    0    0    0	ABP  177 > 170 
[07:58:05.704 11/02/1996]   237071     "    0  255    0	PAP   52 > 50  
[07:58:05.704 11/02/1996]   237071     "    0    0    0	ABP  177 > 170 
[07:58:06.728 11/02/1996]   237072     "    0  255    0	PAP   52 > 50  
[07:58:06.728 11/02/1996]   237072     "    0    0    0	ABP  177 > 170 
[07:58:07.752 11/02/1996]   237073     "    0  255    0	PAP   53 > 50  
[07:58:07.752 11/02/1996]   237073     "    0    0    0	ABP  177 > 170 
[07:58:08.776 11/02/1996]   237074     "    0  255    0	PAP   53 > 50  
[07:58:08.776 11/02/1996]   237074     "    0    0    0	ABP  177 > 170 
[07:58:09.800 11/02/1996]   237075     "    0  255    0	PAP   53 > 50  
[07:58:09.800 11/02/1996]   237075     "    0    0    0	ABP  177 > 170 
[07:58:10.824 11/02/1996]   237076     "    0  255    0	PAP   54 > 50  
[07:58:10.824 11/02/1996]   237076     "    0    0    0	ABP  177 > 170 
[07:58:11.848 11/02/1996]   237077     "    0  255    0	PAP   54 > 50  
[07:58:11.848 11/02/1996]   237077     "    0    0    0	ABP  177 > 170 
[07:58:12.872 11/02/1996]   237078     "    0  255    0	PAP   54 > 50  
[07:58:12.872 11/02/1996]   237078     "    0    0    0	ABP  177 > 170 
[07:58:13.896 11/02/1996]   237079     "    0  255    0	PAP   54 > 50  
[07:58:13.896 11/02/1996]   237079     "    0    0    0	ABP  177 > 170 
[07:58:14.920 11/02/1996]   237080     "    0  255    0	PAP   54 > 50  
[07:58:14.920 11/02/1996]   237080     "    0    0    0	ABP  177 > 170 
[07:58:15.944 11/02/1996]   237081     "    0  255    0	PAP   54 > 50  
[07:58:15.944 11/02/1996]   237081     "    0    0    0	ABP  177 > 170 
[07:58:16.968 11/02/1996]   237082     "    0  255    0	PAP   54 > 50  
[07:58:16.968 11/02/1996]   237082     "    0    0    0	ABP  177 > 170 
[07:58:17.992 11/02/1996]   237083     "    0  255    0	PAP   54 > 50  
[07:58:17.992 11/02/1996]   237083     "    0    0    0	ABP  177 > 170 
[07:58:19.016 11/02/1996]   237084     "    0  255    0	PAP   54 > 50  
[07:58:19.016 11/02/1996]   237084     "    0    0    0	ABP  177 > 170 
[07:58:20.040 11/02/1996]   237085     "    0  255    0	PAP   54 > 50  
[07:58:20.040 11/02/1996]   237085     "    0    0    0	ABP  177 > 170 
[07:58:21.064 11/02/1996]   237086     "    0  255    0	PAP   54 > 50  
[07:58:21.064 11/02/1996]   237086     "    0    0    0	ABP  177 > 170 
[07:58:22.088 11/02/1996]   237087     "    0  255    0	PAP   54 > 50  
[07:58:22.088 11/02/1996]   237087     "    0    0    0	ABP  177 > 170 
[07:58:23.112 11/02/1996]   237088     "    0  255    0	PAP   54 > 50  
[07:58:23.112 11/02/1996]   237088     "    0    0    0	ABP  177 > 170 
[07:58:24.136 11/02/1996]   237089     "    0  255    0	PAP   54 > 50  
[07:58:24.136 11/02/1996]   237089     "    0    0    0	ABP  177 > 170 
[07:58:25.160 11/02/1996]   237090     "    0  255    0	PAP   54 > 50  
[07:58:25.160 11/02/1996]   237090     "    0    0    0	ABP  177 > 170 
[07:58:26.184 11/02/1996]   237091     "    0  255    0	PAP   54 > 50  
[07:58:26.184 11/02/1996]   237091     "    0    0    0	ABP  177 > 170 
[07:58:27.208 11/02/1996]   237092     "    0  255    0	PAP   54 > 50  
[07:58:27.208 11/02/1996]   237092     "    0    0    0	ABP  177 > 170 
[08:04:32.776 11/02/1996]   237449     "    0  255    0	PAP   52 > 50  
[08:04:33.800 11/02/1996]   237450     "    0  255    0	PAP   52 > 50  
[08:04:34.824 11/02/1996]   237451     "    0  255    0	PAP   52 > 50  
[08:04:35.848 11/02/1996]   237452     "    0  255    0	PAP   52 > 50  
[08:04:36.872 11/02/1996]   237453     "    0  255    0	PAP   52 > 50  
[08:04:37.896 11/02/1996]   237454     "    0  255    0	PAP   53 > 50  
[08:04:38.920 11/02/1996]   237455     "    0  255    0	PAP   53 > 50  
[08:04:39.944 11/02/1996]   237456     "    0  255    0	PAP   53 > 50  
[08:04:40.968 11/02/1996]   237457     "    0  255    0	PAP   53 > 50  
[08:04:41.992 11/02/1996]   237458     "    0  255    0	PAP   53 > 50  
[08:08:13.960 11/02/1996]   237665     "    0    0    0	ABP  171 > 170 
[08:09:51.240 11/02/1996]   237760     "    0    0    0	ABP  173 > 170 
[08:09:52.264 11/02/1996]   237761     "    0    0    0	ABP  173 > 170 
[08:09:53.288 11/02/1996]   237762     "    0    0    0	ABP  173 > 170 
[08:09:54.312 11/02/1996]   237763     "    0    0    0	ABP  173 > 170 
[08:09:55.336 11/02/1996]   237764     "    0    0    0	ABP  173 > 170 
